id,title,date,source,url,text,search_query,analysis_text,semantic_relevance,in_scope_score,out_scope_score,scope_margin,best_in_scope_category,best_out_scope_category,scope_keep,topic_id
434,BoF Insights | The New Era of Fashion E-Commerce - The Business of Fashion,2025-06-23 07:00:00,The Business of Fashion,https://news.google.com/rss/articles/CBMipAFBVV95cUxQNl9Odm9UT3dvSV9LVTlqUDZ2VG9UenhBVm03eGlzTFRFNk1MdnRHLWZxV3RCQVk2OFhCc215Z2FhRnRHUHpXd3QtY1FUWlZaT3o5WF9tR0ZuUGVyZEpUbUVfV2pjX1pISlFCZHJ5a2ZnUmwtNjFOekZOTmxUSkJnQUNnLUxBVnVDaXhka3VkNlpDT0ljZHJoNnpiQl8wdFVEV2dWaw?oc=5,BoF Insights | The New Era of Fashion E-Commerce The Business of Fashion,UK sportswear consumer behaviour,BoF Insights | The New Era of Fashion E-Commerce - The Business of Fashion. BoF Insights | The New Era of Fashion E-Commerce The Business of Fashion,0.42196542,0.48786935,0.3200787,0.16779065,"The relationship between sport, fashion, lifestyle     and consumer culture within apparel and footwear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,4
34,"Apparel Market Size, Share, Future Trends & Forecast, 2034 - Fortune Business Insights",2026-07-20 07:00:00,Fortune Business Insights,https://news.google.com/rss/articles/CBMibkFVX3lxTE10ZGllZmF6c0hVN3NKUllOVHFYVzl3OGJjY21VSm0zMU5EOVdkOWZmRlVVRU9QbDRTdWdsQjlkbVEtb1R0Zkh5bFY3YmpmWTFOTGdmUWplZlcwSVFqVGFrTFlWbHRWYWdoWnJ0UzR3?oc=5,"Apparel Market Size, Share, Future Trends & Forecast, 2034 Fortune Business Insights",UK sportswear consumer trends,"Apparel Market Size, Share, Future Trends & Forecast, 2034 - Fortune Business Insights. Apparel Market Size, Share, Future Trends & Forecast, 2034 Fortune Business Insights",0.4007119,0.43970275,0.2723981,0.16730464,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Professional sports results, football clubs,     players, matches, teams and competitions.",True,0
626,"France Apparel Market Size and Trend Analysis by Category, Retail Channel, Consumer Attitudes, Brands and Forecast to 2028 - Global Data",2024-08-23 07:00:00,Global Data,https://news.google.com/rss/articles/CBMie0FVX3lxTFB5cFEwYTVDSW92M21xV0JHMDIyMGFwUTdOS2o2N1JjOFozSGJuTzg4ejRUQWtldnFIaGs3TnRHLXdUaUxTTjItRHhNcHJyc2hnYThlVWkyLWR1SHFUY3JXWlN4VnlObnB6WHhqMUhmNzc4SzZLamNRRHZLOA?oc=5,"France Apparel Market Size and Trend Analysis by Category, Retail Channel, Consumer Attitudes, Brands and Forecast to 2028 Global Data",UK sportswear market trends,"France Apparel Market Size and Trend Analysis by Category, Retail Channel, Consumer Attitudes, Brands and Forecast to 2028 - Global Data. France Apparel Market Size and Trend Analysis by Category, Retail Channel, Consumer Attitudes, Brands and Forecast to 2028 Global Data",0.44714057,0.50195366,0.33558655,0.16636711,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
673,Nike Ignites New Frontier of Innovation - vergemagazine.co.uk,2024-04-13 07:00:00,vergemagazine.co.uk,https://news.google.com/rss/articles/CBMid0FVX3lxTE80M0hiVXJCRU81eVZPNEhjX29BZzZNbkQ0d3ZYRjI1bjYtNGpIYVExRlB4YjdvYUR0dmRrYzJnb0JCM09wMDF5LWJPX2hEWXY5X2Z2bEVfV3FkbUNjczF3cWE1aXFKQmVxczd6ZTk0Qno5MDMtVElV?oc=5,Nike Ignites New Frontier of Innovation vergemagazine.co.uk,UK athletic apparel innovation,Nike Ignites New Frontier of Innovation - vergemagazine.co.uk. Nike Ignites New Frontier of Innovation vergemagazine.co.uk,0.44945616,0.5891307,0.42387077,0.16525993,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,3
328,10 Key Consumer Behavior Trends (2025 & 2026) - Exploding Topics,2025-11-04 08:00:00,Exploding Topics,https://news.google.com/rss/articles/CBMiX0FVX3lxTE90Q1JXc0ZqeFpTMUwzc3A4YWJPRDRXWkdmZVNLWEdlVUNOSGlJN3o5SHFxLVJKaDc4bl9qWDliSTV0S2U3WVpYV3pzVGFPTFd5MlpNUXJMZGdjMTRaNHJF?oc=5,10 Key Consumer Behavior Trends (2025 & 2026) Exploding Topics,UK sportswear future consumers,10 Key Consumer Behavior Trends (2025 & 2026) - Exploding Topics. 10 Key Consumer Behavior Trends (2025 & 2026) Exploding Topics,0.49552742,0.47710505,0.312148,0.16495705,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Sports broadcasting, television rights, streaming,     media coverage and sports viewing.",True,2
201,Retail & Consumer Trends 2026 - Deloitte,2026-02-12 08:00:00,Deloitte,https://news.google.com/rss/articles/CBMiigFBVV95cUxOZlBfaFh2MC13R1Z6di1Ya01LaXZ5OFdaS20zclRBNHRiYkNOZjh0T2hvT2NnNTA1VkRPdEtqSldWZVNlNUJCRUJWbExTbmNxZFRZci1WVDR3Q3MtRlV2cUNoZWx0cGl4RVFzRXFrZDh2WndpcTBFVFVZbkdIX01pWnQtN1BUb1I1blE?oc=5,Retail & Consumer Trends 2026 Deloitte,UK sportswear consumer behaviour,Retail & Consumer Trends 2026 - Deloitte. Retail & Consumer Trends 2026 Deloitte,0.37476736,0.42422664,0.2608756,0.16335103,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Sports betting, gambling, betting applications,     bookmakers and sports wagering.",True,2
363,Top 10 Companies in Sportswear Industry Powering Global Activewear Trends in 2025 - LinkedIn,2025-10-03 07:00:00,LinkedIn,https://news.google.com/rss/articles/CBMiogFBVV95cUxNTGViMUEydG91LTVmS3RRSkVnTFZYaE5hVGRnZ0ppWTR2d2pYS2g2U1VyeGwyeGJFbHFEbGkxa1FoR1lEdHZ1VTlTcWN3U3diSnN3SGo3Q1lVbzRFZU5ZcnhhR0M2UUxMU0Z6aXpxQmNoVHhZUloxdUg5elZOZV9iX3RKS1VQRFBEdDJHTTFaOWxwTGFMQWpRb0VIMVFsXzlxTGc?oc=5,Top 10 Companies in Sportswear Industry Powering Global Activewear Trends in 2025 LinkedIn,UK sportswear consumer trends,Top 10 Companies in Sportswear Industry Powering Global Activewear Trends in 2025 - LinkedIn. Top 10 Companies in Sportswear Industry Powering Global Activewear Trends in 2025 LinkedIn,0.4673039,0.5872178,0.42827493,0.15894288,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,5
161,"UK Activewear Market Size & Outlook, 2026-2033 - Grand View Research",2026-03-17 07:00:00,Grand View Research,https://news.google.com/rss/articles/CBMiekFVX3lxTFBCUmFYMWE0ZGpXbXFNdVhwT1hXdWt6N2tYWUFrMXkyUlNGQ1pobEVyWmFhaWJVcTk0bXRhNVJfdXhqUVBOYkl3U3Q1T19DalhIVENvSjd0RWNQNi12NDVpZ0RWb1ZxS2IwdXRJdWktVzBROFo2UWxIWTJ3?oc=5,"UK Activewear Market Size & Outlook, 2026-2033 Grand View Research",UK activewear consumer trends,"UK Activewear Market Size & Outlook, 2026-2033 - Grand View Research. UK Activewear Market Size & Outlook, 2026-2033 Grand View Research",0.48549062,0.4740043,0.31541932,0.15858498,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
615,Retailing in the UK sports niche: pros and cons - Retail Times,2024-09-17 07:00:00,Retail Times,https://news.google.com/rss/articles/CBMifkFVX3lxTE9xZDlRdExkYk9TMTlLTlI5LXNqN19UMkFtX1EyQUhEcjNHNkoyMzRPd21jM29ma2FNOUE5aXdXaVpOWVZKRklrUkN5clg2bGhublItZnFwMk5yU0djN3p0ZGJrdWJBeVVKTzZBNG02dmh1VWxjRjZKRndhVkM1Zw?oc=5,Retailing in the UK sports niche: pros and cons Retail Times,UK sportswear consumer behaviour,Retailing in the UK sports niche: pros and cons - Retail Times. Retailing in the UK sports niche: pros and cons Retail Times,0.47764015,0.65889186,0.5011311,0.15776074,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,1
691,Gymshark’s Physical Store: 3 Trends Retailers Can Learn to Help Revive the High Street - Mintel,2024-02-21 08:00:00,Mintel,https://news.google.com/rss/articles/CBMixwFBVV95cUxPRmUwZFVOZW15ZHdOam5wZE13cldwdE1UajhmMzhRRVNlaG15c2hmcDhkVHAzUXpVdDRrOHNGRk5YSGo0UU1ZUEdwWmsxc3liLUdlZFpZZHplUGdXZExBOFNxb2hhOHZOVjhORlNmdTNlaUp3LUl1VWY1N1FkbnhfazZHemdrQlRGSGtvOElOZGNjWlBkaWxKWHRCeExlQ3BGUHFlRlkyZmlMMnhqX0RLV0NEb3ZjYnFBRGNlUnR1anRwLXQxQzFB?oc=5,Gymshark’s Physical Store: 3 Trends Retailers Can Learn to Help Revive the High Street Mintel,UK fitness retail trends,Gymshark’s Physical Store: 3 Trends Retailers Can Learn to Help Revive the High Street - Mintel. Gymshark’s Physical Store: 3 Trends Retailers Can Learn to Help Revive the High Street Mintel,0.35696685,0.42926842,0.27293146,0.15633696,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,2
337,Active Wear Market | Global Market Analysis Report - 2035 - Future Market Insights,2025-10-27 07:00:00,Future Market Insights,https://news.google.com/rss/articles/CBMicEFVX3lxTFA4WEp5VXZHZEo4UUhlSzItZXlOZHJnX1FGRkNKV0c0a1p0N1A0czVnTGZwRjNmZHNMa0l1SnkxSS1LUWdpV2hyLTRIbE12TzFodVRBcDdGME9KRHNNZ18ybWZOdk5pUC03QUxVb0pYdzA?oc=5,Active Wear Market | Global Market Analysis Report - 2035 Future Market Insights,UK activewear consumer trends,Active Wear Market | Global Market Analysis Report - 2035 - Future Market Insights. Active Wear Market | Global Market Analysis Report - 2035 Future Market Insights,0.43413934,0.48058745,0.32741302,0.15317443,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
566,The Interior Design Trends To Know In 2025 – And What’s On Its Way Out - British Vogue,2025-01-15 08:00:00,British Vogue,https://news.google.com/rss/articles/CBMia0FVX3lxTFBGS3VUc215M0NodlZ2TUJzX1JQOE01NFdwUUlnSE9ZOXhfQ1VHdC1ucGpUdGdzV3BuSm9CTGZ5TXpYbjVTVzlxeUM4Ullydk8wUlFYd0o0eVVQLWtMLXdSNTdxMVZ0TUdtb3V3?oc=5,The Interior Design Trends To Know In 2025 – And What’s On Its Way Out British Vogue,UK fitness retail trends,The Interior Design Trends To Know In 2025 – And What’s On Its Way Out - British Vogue. The Interior Design Trends To Know In 2025 – And What’s On Its Way Out British Vogue,0.39740098,0.3681571,0.21565366,0.15250343,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Stadium technology, sporting venues, match technology,     refereeing technology and sports event infrastructure.",True,6
457,Women’s sports retail takes center stage on Regent Street with SOOO pop-up - fashionunited.uk,2025-06-03 07:00:00,fashionunited.uk,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNUXg0bWZ5bHNXVEkwVFFuM2tyLXpkZXNva0dvdXBBOGJCOHpfNjhSSEpZNTVRWXRjSTQwOHpXWGRuN1pwMUxhdnhKaTdJZnJEa1VkR0tFcThvOVFfZndLeDhzeUFCd2E3TGtNcHk5R3RQRHRZcGlzYUpXc3pvTE1mX3NVQW9OYlFabkxGQ1ZhZzE1bmdEdTR5VmFZWmROR2c4bS1ObmV3Y2s2WF9UenhKY0kwcVdQUjRqUGhRLVloNWhuQQ?oc=5,Women’s sports retail takes center stage on Regent Street with SOOO pop-up fashionunited.uk,UK athletic apparel innovation,Women’s sports retail takes center stage on Regent Street with SOOO pop-up - fashionunited.uk. Women’s sports retail takes center stage on Regent Street with SOOO pop-up fashionunited.uk,0.38779306,0.51057786,0.36114642,0.14943144,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,1
190,European Union rules: how UK fashion retailers are cracking the continent - Drapers,2026-02-18 08:00:00,Drapers,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOVlNUNDBYdXlzalNOT05XbnNZTjJsVGJuUzdPbG5XTDRFN1ZhdHBuM0pZWm92RjlaTlIwVkZfeXVjQlJvVDhtNHpFZ2NJaXFEejUyTUI5OGcyeWp1cWtOS2VaeTRiUWJPX1lGOWFWdHVlQ01RbmtTRWRTbHRtY19PRFNXeHpmcnZMZVdLUnNjMXNKZEtPeHo1WlZzT0ZuRjFBb054a0FBRjFKS1pkalBiRVJRMHFXN3VE?oc=5,European Union rules: how UK fashion retailers are cracking the continent Drapers,UK sportswear digital retail,European Union rules: how UK fashion retailers are cracking the continent - Drapers. European Union rules: how UK fashion retailers are cracking the continent Drapers,0.35979283,0.43118033,0.28296617,0.14821416,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Sports tourism, sporting events, travel,     event ticketing and sports hospitality.",True,4
93,FTSE 100: UK Fashion Shares in Focus as Retail Trends Shape Market Outlook - Kalkine Media,2026-05-28 07:00:00,Kalkine Media,https://news.google.com/rss/articles/CBMitgFBVV95cUxQNWhSOVdwSnhqNDJCeDhkWFFfSGU1MlU1czE3aEdjRmxZZmNUeHpmaTNINHpmbnIzdVlTQlV4Q1lhZXVlejgteUtMZGJra3RQRXhxNHlUUlZoTGJNNkxSMzNxT2ctMHEzcnMzc0tIN2NLb2pvNzJ2QWVVNVVNYmlkZkNBUkc3TVgtbjdCZ3NaUHVGMlhRazQ4ZmxNV1FQM1dUdnRhOHdrZGo2c2tJRWMyZDYwNnlPdw?oc=5,FTSE 100: UK Fashion Shares in Focus as Retail Trends Shape Market Outlook Kalkine Media,UK sportswear changing consumer habits,FTSE 100: UK Fashion Shares in Focus as Retail Trends Shape Market Outlook - Kalkine Media. FTSE 100: UK Fashion Shares in Focus as Retail Trends Shape Market Outlook Kalkine Media,0.44219545,0.4545925,0.30741706,0.14717543,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
198,"Plus Size Clothing Market : Global Industry Analysis and Opportunity Assessment, 2036 - Future Market Insights",2026-02-16 08:00:00,Future Market Insights,https://news.google.com/rss/articles/CBMiekFVX3lxTFB0MVlsU0VXNmdEQWFXTDVoSXV1Sm00Yjkzdi1pV3hNckZBTXh6VHZIaHFRTjNaeUV0VC1RejdhVmZVekdUWEF2UWhCU19ZbmFoSlMxMWprYnQzcWp2RXYybnJRa1dDX05jRGh5V2ZEdENtTURnNzY3NWh3?oc=5,"Plus Size Clothing Market : Global Industry Analysis and Opportunity Assessment, 2036 Future Market Insights",UK sportswear consumer trends,"Plus Size Clothing Market : Global Industry Analysis and Opportunity Assessment, 2036 - Future Market Insights. Plus Size Clothing Market : Global Industry Analysis and Opportunity Assessment, 2036 Future Market Insights",0.3622911,0.4981978,0.35242912,0.14576867,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
207,"Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research - PR Newswire UK",2026-02-04 08:00:00,PR Newswire UK,https://news.google.com/rss/articles/CBMi0wJBVV95cUxOdkdkaTdKcGNBSkRkWHIyUGdBQjAyOHJ3UTZEN2tWc3RrOVlDUVotSjV0ZnRwcmNXamxzbTl1UWpQS1czUTdjWTU5MlhWQ0FuQ3YyX1l6OXJQa0NhUk5oMnYyYzlDc1AwZ3VQUkx0Tk9TUlhzU0JuZzRveG5PQnQwVDctNHk4Q1Y3eXNfTThmenY4MHVIaXMwOUxOSEJBSW0xXzBiUlRaczBzX09EbkpJWmJHalBPSG9lTm9ka2JWSzhKRjhfelZTOVVNSm5KYVpSaUxtWE9SdU5leldWZXVJM3U3czFiT1Q5YUJuYWVMWnJkVW5tQ1NSTkZ5b2FZZVRTVmVBblZrYWZ6eGhBcVFfX3lsYkFoeWxfckRWSkU5X1k3cGhaTnNVdlFXT200aEhkVlpWOEplRGpBSk9EaU1kVnNRbFFTQ0s1cExUOVFDUnVKYWM?oc=5,"Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research PR Newswire UK",UK activewear consumer trends,"Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research - PR Newswire UK. Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research PR Newswire UK",0.510983,0.6286595,0.48351863,0.14514086,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
452,"Casual Wear Market Size, Share, Growth | Forecast [2026-2034] - Fortune Business Insights",2025-06-05 13:28:41,Fortune Business Insights,https://news.google.com/rss/articles/CBMic0FVX3lxTE84ZGpaQjVHT01OZUREUE51cFFYTXBmXzhrSXZaY1Y5b2xZZU4ya1BXZmZ1R19lSVNoQTZtY1R3Y2ZfdlFUcXFES1BhdnE2TDFHcVFpU1FmU0gzai1Ua3JERXhNeWl3SEdlMFNacW5fRHd0WTg?oc=5,"Casual Wear Market Size, Share, Growth | Forecast [2026-2034] Fortune Business Insights",UK activewear consumer trends,"Casual Wear Market Size, Share, Growth | Forecast [2026-2034] - Fortune Business Insights. Casual Wear Market Size, Share, Growth | Forecast [2026-2034] Fortune Business Insights",0.3514681,0.4356799,0.2926039,0.143076,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Sports betting, gambling, betting applications,     bookmakers and sports wagering.",True,0
690,Fitness Ecommerce Websites: 14 Store Examples - Shopify,2024-02-22 17:47:19,Shopify,https://news.google.com/rss/articles/CBMidEFVX3lxTE9NajlRZDNLM0gxeTdCaGY0MWJQNHlNU1pHN3VHcVY4NDBiZFZGMklRd1FoRkVfLTBGZUhZTERRc1ptVzZ2MGZVQ2syMVgzV3h0c1IyUmhiVFdueDJJODNTalV3cXUwLUk3dEtRcUtMSmhxY0I1?oc=5,Fitness Ecommerce Websites: 14 Store Examples Shopify,UK fitness retail trends,Fitness Ecommerce Websites: 14 Store Examples - Shopify. Fitness Ecommerce Websites: 14 Store Examples Shopify,0.43477502,0.42052764,0.27759477,0.14293286,"Sportswear, activewear, athletic apparel, athletic footwear,     sneakers and performance clothing products.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
362,Sell Sporting Goods Online: Ecommerce Guide (2025) - Shopify,2025-10-03 07:00:00,Shopify,https://news.google.com/rss/articles/CBMickFVX3lxTE1Oa3BXRkE0LWlCdkVfNHZDamZNclNkNVVuQWQ5djlQSTY0LWJ0UExmME1CTmlHVlkwTEl1ZGg4ZGUzQ0oyYllxSUEwelFLS1hIVFJja1pPR1BId0FZYnNuellNWG5YdnZaUElCbXZ5NWpSZw?oc=5,Sell Sporting Goods Online: Ecommerce Guide (2025) Shopify,UK sportswear digital retail,Sell Sporting Goods Online: Ecommerce Guide (2025) - Shopify. Sell Sporting Goods Online: Ecommerce Guide (2025) Shopify,0.43271828,0.5551189,0.41261756,0.14250135,"Digital technology affecting sportswear retail,     ecommerce, shopping, personalisation and consumer     experiences.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
88,Harry Styles Is Leading the Secondhand Sportswear Trend—19 Picks We're Also Loving - Marie Claire UK,2026-06-02 07:00:00,Marie Claire UK,https://news.google.com/rss/articles/CBMifEFVX3lxTFBmNWR3QUczMkMtS0xMTC05dTFfZ0Zicmk5Z25Tb0sxZ29XV2RNazEtSzBDZDUwZDJLc1ZjUDRkQVVfSEFCTHl2WDdhU2JKbExGNGdxdGlicldkSFQ1MzdPZmI1dzhxZVRISGJ1Z3kyOWw4UVBnRG1GbHpiVUo?oc=5,Harry Styles Is Leading the Secondhand Sportswear Trend—19 Picks We're Also Loving Marie Claire UK,UK activewear consumer trends,Harry Styles Is Leading the Secondhand Sportswear Trend—19 Picks We're Also Loving - Marie Claire UK. Harry Styles Is Leading the Secondhand Sportswear Trend—19 Picks We're Also Loving Marie Claire UK,0.36872956,0.4931289,0.3515393,0.14158958,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,1
664,How Lululemon is sprinting ahead in the UK sportswear market - Retail Week,2024-05-05 07:00:00,Retail Week,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNd1RXemVfYzg5SkV4QTdFUUVkYUZ1MkZuZ3FtcFVpQ0tSOW1xMVlaaGtzRHJBMDRtWTZiM0FqOFZmdTl0WG41YlVmWi1UdlF6T3ZQSVh6WWpzUlQyRHpEaThLSTFtcHQ4M1FfalFwcGZrQWlZY1BFQkZDaXUxdG5HODBpNzZ4SWVvYTl6X0ZqaTZqTTNjNlpnbURqeTgxaUpDRFRESEpudDVabmRYNmZOMDJiMmZOdjQ3SXl4NS0tVEY?oc=5,How Lululemon is sprinting ahead in the UK sportswear market Retail Week,UK sportswear ecommerce,How Lululemon is sprinting ahead in the UK sportswear market - Retail Week. How Lululemon is sprinting ahead in the UK sportswear market Retail Week,0.46941262,0.52215415,0.3821609,0.13999325,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,1
223,6 wellness trends that will change how we take care of ourselves in 2026 - Vogue Adria,2026-01-24 08:00:00,Vogue Adria,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1sZG5GZGJOWUVHYlgtT040ZFpNTWZIUFBldGlxSHd3QjZlUnk0dngwMzZFSFlHUlliVEZveE1DeF9qc2RLTW5lT1VLRkxqbmZT?oc=5,6 wellness trends that will change how we take care of ourselves in 2026 Vogue Adria,UK sportswear wellness consumers,6 wellness trends that will change how we take care of ourselves in 2026 - Vogue Adria. 6 wellness trends that will change how we take care of ourselves in 2026 Vogue Adria,0.40561163,0.40102956,0.26130098,0.13972858,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,6
143,"Sportswear Fabric Market Size, Share, Report By 2035 - Market Research Future",2026-04-06 07:00:00,Market Research Future,https://news.google.com/rss/articles/CBMigAFBVV95cUxOVDcxNTAydHJYanRYVlpNa1pGelpXZldZMllIWXNWSHlzajh1cUo0Mjc4STkxa2ZZV05LWEhDU3ktUDJBcGlyZGpxN2xiX0N5VmZhUzljM0pxb2RDYXlONEtnRVZ6TjVNYXlQajBNZ1pCSF95UWNvWGdrSXNWM0ZBNQ?oc=5,"Sportswear Fabric Market Size, Share, Report By 2035 Market Research Future",UK activewear consumer trends,"Sportswear Fabric Market Size, Share, Report By 2035 - Market Research Future. Sportswear Fabric Market Size, Share, Report By 2035 Market Research Future",0.4585144,0.60567904,0.46624434,0.1394347,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
572,"These are the best activewear brands for 2025, according to our fashion editor - Women's Health",2025-01-06 08:00:00,Women's Health,https://news.google.com/rss/articles/CBMigwFBVV95cUxNZlY2aVktUkNsTURLNS1Ndk43eDRrUmMxSFNWRFRYQnVSdkYweWU4WjhoczFpYUVMdWU1UjlLS3NaSENJU1ZQQjFUcGZIekR1M1hQeE02a0ZvV24xSThrcUJOcnZqZk82SE51RmpFOE5aMWRieVpmWVBJOHBVeDY5V016NA?oc=5,"These are the best activewear brands for 2025, according to our fashion editor Women's Health",UK fitness retail trends,"These are the best activewear brands for 2025, according to our fashion editor - Women's Health. These are the best activewear brands for 2025, according to our fashion editor Women's Health",0.37890452,0.4867629,0.348673,0.13808993,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,5
384,From £300 Bedroom Startup to Global Phenomenon: Pursue Fitness Celebrates 12 Years of Disrupting the Activewear Industry - News By Wire,2025-09-05 07:00:00,News By Wire,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOdVpQWk1rNU1laExkTklqZEc0MFF6aHdtODFXMDVjc1ROb0ZvdmdremJ4RXEzVE5kLTUxMTJYNGNmUFR1QTFWcFhNUU9XUktIakhMdDZBUzFMcGJUSm9ZekJmWlNNU2ZKZm9IWjZibGFoMXo0M2JHOHY0M2x6bVhzWmhZTmFuRVVhZy1GV0tFYVRKdWZjeFpYT1pvRlVqS2pYZFp3MndDMHctTkszWVZFMzNTdHh5RGRQa0V2eWROTTQxMDNGcDVVdG5zeFpiOFJTR2l6TnI1ZHBQdw?oc=5,From £300 Bedroom Startup to Global Phenomenon: Pursue Fitness Celebrates 12 Years of Disrupting the Activewear Industry News By Wire,UK activewear innovation,From £300 Bedroom Startup to Global Phenomenon: Pursue Fitness Celebrates 12 Years of Disrupting the Activewear Industry - News By Wire. From £300 Bedroom Startup to Global Phenomenon: Pursue Fitness Celebrates 12 Years of Disrupting the Activewear Industry News By Wire,0.4681006,0.47413006,0.33947313,0.13465694,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
286,Discover gifts made for movement with On – from performance running shoes to stylish activewear - The Independent,2025-12-10 08:00:00,The Independent,https://news.google.com/rss/articles/CBMigAFBVV95cUxNdUJqVGNkcWJzT1JQNTlyUjZlN0FDMmZ5YmVyckViWkNkUF9yTV9jVGpZVnVqdXhrYkZ6eHh4TnRXQUlPYUR1Z19vekNqLXgtYTgxTzFXVVNKeEt4b0NXUGJVRjZya2kza3htUk9PVFpOeTlsYnB6anVKMWJnTWFRbQ?oc=5,Discover gifts made for movement with On – from performance running shoes to stylish activewear The Independent,UK activewear innovation,Discover gifts made for movement with On – from performance running shoes to stylish activewear - The Independent. Discover gifts made for movement with On – from performance running shoes to stylish activewear The Independent,0.404828,0.5421391,0.40982488,0.13231423,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
