article_id,date,source,title_clean,text_clean,analysis_text,url,search_query,sportswear_match,consumer_match,technology_match
32,2025-11-06 08:00:00,Future Market Insights,Gym Apparel Market | Global Market Analysis Report - 2035 - Future Market Insights,Gym Apparel Market | Global Market Analysis Report - 2035 Future Market Insights,Gym Apparel Market | Global Market Analysis Report - 2035 - Future Market Insights. Gym Apparel Market | Global Market Analysis Report - 2035 Future Market Insights,https://news.google.com/rss/articles/CBMicEFVX3lxTE5obTNSUWplSHg3bnZuSFBYb2FCeHRTM1hBdWhtdnJrdGpRa2xqZW9fVk9KWFFJdWZlZUZvdkw0eXV6V3FYckZLV1JJZEt0bkNSVUZSX3FJTXptTF9OX2hDR3NrWXlHYmxYWE1nOXBTLXM?oc=5,UK activewear consumer trends,True,False,True
33,2025-11-10 08:00:00,Just Style,"Nike, Adidas hold UK sportswear top spots as demand shifts to kids - Just Style","Nike, Adidas hold UK sportswear top spots as demand shifts to kids Just Style","Nike, Adidas hold UK sportswear top spots as demand shifts to kids - Just Style. Nike, Adidas hold UK sportswear top spots as demand shifts to kids Just Style",https://news.google.com/rss/articles/CBMinwFBVV95cUxOOVpCaThKM1h6OVhOQnZzZFFzMWFTMGdFS09YeHZvdUlCTng0ZVNyZVA3alVDVVkwRWZUd204eEJxdHdXb0ZmcE1SMWw4ZWd5aGlpT21wN1RZMXc1N1Y1NlUwdDk5U0VrRmRQMlJFX01oc1lnT05xQlBZRmRqWVFjVlU3cGVTNzdIWDhDLVdRaDYxNkVabW1KSXdVZXNTMWc?oc=5,UK sportswear market trends,True,True,False
34,2026-01-04 08:00:00,Retail Technology Innovation Hub,"JD Sports Fashion's Dan McGrath talks store roll-outs, RFID programmes, and multi-skilled teams - Retail Technology Innovation Hub","JD Sports Fashion's Dan McGrath talks store roll-outs, RFID programmes, and multi-skilled teams Retail Technology Innovation Hub","JD Sports Fashion's Dan McGrath talks store roll-outs, RFID programmes, and multi-skilled teams - Retail Technology Innovation Hub. JD Sports Fashion's Dan McGrath talks store roll-outs, RFID programmes, and multi-skilled teams Retail Technology Innovation Hub",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQMXQ3WUU1Q1l3MVFKanQ0dlBtaUU3d2U1TXBxV29ZaWVxdjNZNUJCVVRzU2JveTZOeFVHRUh5c1hHVzE1ejNIcVZLRXBvbWZhWW5KUU9Wc05pZGc5VG5QT1lVZ2VWLUdMYmtzQXp0TXk3Z01lWHVVc00tMTZxZXpPUC0ySGpHc2Q4ekNBd1dBdmp0YmFWaFNMMmNibDlxWGRPbmY5cW1rd1VQc2JCVlFjR2pZaGMtcTJuVFNxX2ZVSlJOaWEtb2Fxcjl4Y204MFA5SUt1WGtlNlpFZw?oc=5,UK sportswear consumer technology,True,True,True
35,2026-01-07 08:00:00,Retail Gazette,Primark rolls out biggest activewear collection - Retail Gazette,Primark rolls out biggest activewear collection Retail Gazette,Primark rolls out biggest activewear collection - Retail Gazette. Primark rolls out biggest activewear collection Retail Gazette,https://news.google.com/rss/articles/CBMiekFVX3lxTFAzUGtMV3doWmpKeHJaZDVJNk1wSFotZHBnaS1NWkFwOWNzY3hfX0dPdTJCc3kwUWU3b2Nkc3hMdmNfc0hfWTVnSGpmUGRmX2hmeWJYVVZEM3diNHFGSC1xTVZFd1lDNUxZRlgyelQ5eVBGXzlTU3h1emVB?oc=5,UK activewear innovation,True,True,False
36,2026-01-16 08:00:00,World Footwear,JD Sports to enable direct purchases through AI platforms - World Footwear,JD Sports to enable direct purchases through AI platforms World Footwear,JD Sports to enable direct purchases through AI platforms - World Footwear. JD Sports to enable direct purchases through AI platforms World Footwear,https://news.google.com/rss/articles/CBMipgFBVV95cUxOVTFOM005clBLUllZM3p5UnJBb1dSRHZFdi11cHJOZWh3X1RKWVY2OEppcWJVZmJSUlhxaDZGWU1lT0Myd3hRRm1HUnhuVkx6b1dETm5lbmlaNXAyWEc0aElNTHBNZXR0U2xOS0hGcWoweTB4MVhRNkFBV3NCWVBHb0hjaXpCUUpOeXc3VlZmUnV3OFNRN3cwTllhVFlxRm9GWlN4ZmZB?oc=5,UK sportswear ecommerce,True,True,True
37,2026-02-04 08:00:00,PR Newswire UK,"Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research - PR Newswire UK","Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research PR Newswire UK","Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research - PR Newswire UK. Sports Apparel Market to Reach USD 383.88 Billion by 2032, Driven by Rising Fitness Awareness and Global Activewear Demand | Industry Forecast 2025-2032: Maximize Market Research PR Newswire UK",https://news.google.com/rss/articles/CBMi0wJBVV95cUxOdkdkaTdKcGNBSkRkWHIyUGdBQjAyOHJ3UTZEN2tWc3RrOVlDUVotSjV0ZnRwcmNXamxzbTl1UWpQS1czUTdjWTU5MlhWQ0FuQ3YyX1l6OXJQa0NhUk5oMnYyYzlDc1AwZ3VQUkx0Tk9TUlhzU0JuZzRveG5PQnQwVDctNHk4Q1Y3eXNfTThmenY4MHVIaXMwOUxOSEJBSW0xXzBiUlRaczBzX09EbkpJWmJHalBPSG9lTm9ka2JWSzhKRjhfelZTOVVNSm5KYVpSaUxtWE9SdU5leldWZXVJM3U3czFiT1Q5YUJuYWVMWnJkVW5tQ1NSTkZ5b2FZZVRTVmVBblZrYWZ6eGhBcVFfX3lsYkFoeWxfckRWSkU5X1k3cGhaTnNVdlFXT200aEhkVlpWOEplRGpBSk9EaU1kVnNRbFFTQ0s1cExUOVFDUnVKYWM?oc=5,UK activewear consumer trends,True,True,True
38,2026-02-13 08:00:00,InternetRetailing,ASICS EMEA achieves record revenues as European sportswear demand increases - InternetRetailing,ASICS EMEA achieves record revenues as European sportswear demand increases InternetRetailing,ASICS EMEA achieves record revenues as European sportswear demand increases - InternetRetailing. ASICS EMEA achieves record revenues as European sportswear demand increases InternetRetailing,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOSWV4REphVjl4ajFZeGFwbHpheGNhRXRadS1sQl9GYlI2WXNUVzJrX2VrMG1hY3d5ODR6Ylh1ZVZlR00zX0llRGRCdXFzbGotTWs4QzdXckhONjlyY0Q4S3FUM3Z4NXpkdWNNZzQ3NDQ2WjlKcExLdUdNX0J1ak9ZVmFGdkZ2TlB2cVNSdGxJZlQydTNUMl90cXJZM0Q1akpRNm0taFAwTkNVdw?oc=5,UK sportswear market trends,True,True,False
39,2026-02-25 08:00:00,Global Data,"Global Sports Retailing Market: Key Trends, Regional and Category Performance, Competitive Landscape and Top Retailers to 2029 - Global Data","Global Sports Retailing Market: Key Trends, Regional and Category Performance, Competitive Landscape and Top Retailers to 2029 Global Data","Global Sports Retailing Market: Key Trends, Regional and Category Performance, Competitive Landscape and Top Retailers to 2029 - Global Data. Global Sports Retailing Market: Key Trends, Regional and Category Performance, Competitive Landscape and Top Retailers to 2029 Global Data",https://news.google.com/rss/articles/CBMifkFVX3lxTE85aTFzeElBeFpoQjdwWGp2Z1NqT1NSZGVYd0hXSXYwT1RoTHNmNjdCU3lLLWFFTHZyU2lCdHhzQV9TWmpseWRfbnNvdHlXZlI3Rjg1bjNDaG5sbk1hblNqNmdpM0VuVHNCUG9RaFc5eWd1RFFrR1Y3Z0lGU3JVQQ?oc=5,UK sportswear consumer trends,True,True,True
40,2026-03-11 07:00:00,Retail Technology Innovation Hub,"InPost UK hails big moment for trainer culture and lockers with JD Sports Fashion, Nike tie up - Retail Technology Innovation Hub","InPost UK hails big moment for trainer culture and lockers with JD Sports Fashion, Nike tie up Retail Technology Innovation Hub","InPost UK hails big moment for trainer culture and lockers with JD Sports Fashion, Nike tie up - Retail Technology Innovation Hub. InPost UK hails big moment for trainer culture and lockers with JD Sports Fashion, Nike tie up Retail Technology Innovation Hub",https://news.google.com/rss/articles/CBMi5gFBVV95cUxQbWpPcmctbExXd2RWSWJLQlliMUZqNmRYWk5wd1A0TUpOZjFFUnI4YWUyaFJsMlowU3YwSG10NGYzZWd4VGxfNFBPd0JxbTZYVFI1akFVYkNBd3hIY0ZYejlMWUhUaXhLMFU2ODctODBGX1FvcmVHN0dIc1hFeU0zT1hyVUlwZHczbEIyZ3VWYVB3eHI1UGc4LUk3eGJLMUFwTmJTR2p6WXRqWHQ3MzlEREpIeHlzbTUyNWVyeDB1bzdTOWFuRUE0OFFLWEVSSjlTakxTMFVWVURyS2RLSWlidV8tYWZKZw?oc=5,UK sportswear innovation,True,True,True
41,2026-03-25 07:00:00,Research Nester,Sports Apparel Market Size & Share | Growth Trends 2035 - Research Nester,Sports Apparel Market Size & Share | Growth Trends 2035 Research Nester,Sports Apparel Market Size & Share | Growth Trends 2035 - Research Nester. Sports Apparel Market Size & Share | Growth Trends 2035 Research Nester,https://news.google.com/rss/articles/CBMic0FVX3lxTE94OG5xdHJYX0QweHlTdFY2ak15dFprR1VnaS1GUmJtY3hodktfNGN5dTNJYkZjMjlRQm9YOU9BM2dXYWlyX1BjSEJOT2RvekNxeXFFbl9nQkRUS2NYOElxS2ZZQ2VFVklIWHhhVEFNNktQSDQ?oc=5,UK sportswear consumer trends,True,False,True
42,2026-05-04 07:00:00,stupidDOPE,Prince x C-Life Group Partnership Expands Tennis Heritage into Full Apparel Business - stupidDOPE,Prince x C-Life Group Partnership Expands Tennis Heritage into Full Apparel Business stupidDOPE,Prince x C-Life Group Partnership Expands Tennis Heritage into Full Apparel Business - stupidDOPE. Prince x C-Life Group Partnership Expands Tennis Heritage into Full Apparel Business stupidDOPE,https://news.google.com/rss/articles/CBMitwFBVV95cUxQUVB3RFJZRFhXZ1RaUTJvR2VUNXFkdHhyWlN1TjF5NjdQNHZCeXByb1lWS1RGcWVNN0pkVy1uY3pkN2hGS1psZHlVMVR6SWl1MFVZV2VrbzA0ZkVRM1NQVWdpLWZVcjVXZmRnd0hOTzladURLS3BTeVFLdEtGazByazFSalVrOVAwNmV5MXlwdERBVWh0Zm5LeXhtOW05RkYtQ0FEazZfbWF1STFUN0lfMTFLZ191UlU?oc=5,UK athletic apparel innovation,True,False,True
43,2026-05-08 07:00:00,Kalkine Media,JD Sports Fashion Expands Retail Focus Across FTSE 100 Markets - Kalkine Media,JD Sports Fashion Expands Retail Focus Across FTSE 100 Markets Kalkine Media,JD Sports Fashion Expands Retail Focus Across FTSE 100 Markets - Kalkine Media. JD Sports Fashion Expands Retail Focus Across FTSE 100 Markets Kalkine Media,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOR0tPSDFkRjF4SU1JWmlKdmZxa2g1cjMtemZMNDlJZm1BME4ya0NOaktNMUMzc0dCYmd1Y3B6ZjQ4aVV6OTQ3dmZEYW4yZFZiOHItWFFkZXpKM0hudS0zQ184NjNPbnJDSUlrNjlFd3RqN2xjdUwtOEMxTV9oZDdHNHhEREtua2NRdjZXNjN2UHk4WWlzXzF1eFZvanZFbkU1bTlBejR2bjVaUQ?oc=5,UK sportswear consumer behaviour,True,True,False
44,2026-05-27 07:00:00,PR Newswire UK,Global Sportswear Market Size to Reach $531 Billion by 2031 as Athleisure Outpaces Conventional Apparel Growth by Up to 2 to 6% - Arizton - PR Newswire UK,Global Sportswear Market Size to Reach $531 Billion by 2031 as Athleisure Outpaces Conventional Apparel Growth by Up to 2 to 6% - Arizton PR Newswire UK,Global Sportswear Market Size to Reach $531 Billion by 2031 as Athleisure Outpaces Conventional Apparel Growth by Up to 2 to 6% - Arizton - PR Newswire UK. Global Sportswear Market Size to Reach $531 Billion by 2031 as Athleisure Outpaces Conventional Apparel Growth by Up to 2 to 6% - Arizton PR Newswire UK,https://news.google.com/rss/articles/CBMingJBVV95cUxOMDJSd0tIdEk4QlRIUmZQSnJINjBWeXBHZUd2RzUzSzN6Z25nQzQybVJybVN1TDNBakpSeExCcjlGOUJia0pHaUJxejVPWGpndlVwaGpoT1lOdnpNb1d1QnV0eEdyRHBnYnd4aTdOV1ZwREtoSnBHTExOakwxRHRkZE53eU9qWlNINTVlSGpJUnVsQmYydVZTVjB1OFl0WWFyNXVrRXAyUVFOaDl6S0YxcG1IN2RMbjFwWDRldXdrMTQzWDBuVzZPSzczZWV4cEl6Qld5NTY2bFNPMWJQdVFRMTNBOUpXbG1LcWhpR0g0MFpCNHpJMDVrMjFHWXQ4X0U4dWc4a0h0cmkwaVhSekRsbUVXRFpmRTZRQjRxbTlB?oc=5,UK activewear consumer trends,True,False,True
45,2026-06-15 07:00:00,PR Newswire UK,"Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. - PR Newswire UK","Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. PR Newswire UK","Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. - PR Newswire UK. Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. PR Newswire UK",https://news.google.com/rss/articles/CBMizAJBVV95cUxPQXRQUzFtQTZWY2JnQW5zanI1UWNLSGpUeDMwMERyNl9KdzB4TVhQTUlxWTFqLURpd1EtaTZLUWZDODItSGZtMVlWQ0VPSEJKRHVSWEFWMG4xZUNwQ3lBbXJ0YVk4RWRYTlNDcjFDTkZVb0lhdFdBUl9JSVRLejgyQlNKOXVELXJPOGdYN1RNQTdpYkZESWxWRGdnaXY1c3dVZ2hDN2YzSldUSGg2NjV6RmI5SW9uNkI5dHMtejBUS0pOY1JMRlpkUTV3aHA5VE1MNUwtNENDem9IRUp3UDRha3FPUkZJTUFBdmpMczZDbHQ2eU0tcEdDR0JKRlVuc2toRFFNMDY3MDk4Wl9jRERtTk5YVHBtZ01UT094Mk5SaE80RmROdEZuVEFjLUozblpKWjhpYk1HcFZkVHZqX2ZNT1VfcWdaOGpmdWIyNw?oc=5,UK sportswear digital retail,True,True,True
46,2026-06-29 07:00:00,Retail Technology Innovation Hub,It's great up north: footwear and sportswear retailer Footasylum revamps Trafford Centre store - Retail Technology Innovation Hub,It's great up north: footwear and sportswear retailer Footasylum revamps Trafford Centre store Retail Technology Innovation Hub,It's great up north: footwear and sportswear retailer Footasylum revamps Trafford Centre store - Retail Technology Innovation Hub. It's great up north: footwear and sportswear retailer Footasylum revamps Trafford Centre store Retail Technology Innovation Hub,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQUTJxTFV1X2N4UjIwUmlvdGZXZFFVLTJYVlducmtsaFo4QmF5aTNRZWotaFJKNE81aWxKVzY1NVBaRzhPbGFielRfcXo5QjE5VHViNWsyMXFvdVpYVV9kZ1FtNUNuT3JkMDB6NlhWNjF3cFd4Y0d4dHM5Qk9hZGw4UzVuZ1h1aU9zbGUzTEJMQVc3MmtiTlZycWxrTElPZUNxR0RJTXo2S1RFM1dfVTNtOTdwX3I5Vm01T0cxV2tpNVFWVHB4UjBzZUZkakI1NEZRNmhfaHJ3djZweFE?oc=5,UK sportswear innovation,True,True,True
47,2026-07-07 07:00:00,PR Newswire UK,"Sports and Athletic Insoles Market to Reach USD 8.4 Billion by 2036 Driven by Rising Sports Participation, AI-Powered Foot Scanning, and Growing Demand for Performance Footwear Solutions - PR Newswire UK","Sports and Athletic Insoles Market to Reach USD 8.4 Billion by 2036 Driven by Rising Sports Participation, AI-Powered Foot Scanning, and Growing Demand for Performance Footwear Solutions PR Newswire UK","Sports and Athletic Insoles Market to Reach USD 8.4 Billion by 2036 Driven by Rising Sports Participation, AI-Powered Foot Scanning, and Growing Demand for Performance Footwear Solutions - PR Newswire UK. Sports and Athletic Insoles Market to Reach USD 8.4 Billion by 2036 Driven by Rising Sports Participation, AI-Powered Foot Scanning, and Growing Demand for Performance Footwear Solutions PR Newswire UK",https://news.google.com/rss/articles/CBMi3wJBVV95cUxQQ29NSTJfc0I2b05vOWNjZEVHSXZ2MTZBUTRLVHZQTllnZDFQV0J3dkVXS04yVzdLTTctTk83b3hRYlphZVFYM1ZDQTQyaWNwckFZdjZXYzZ6aUR5MHJpeXY1X1RNdDY5RnE5ZFhEWElFOWRfU2xqQ3g4bUpFYWZEMHo4Y2gydkxvVVhKYl9telF0MXVtRHlaUE8wb2JZazdGX0V5YnpnUElnOTZVRDdBMFRhVEMtRzBMRHVNMDltMTVjeXh1bEhjZFg2NmFWdlhBbGNwTGJXclhIZGdfY1pYVEVMRVY4NDBwaERDekNVamd1MGJyZE1YRDZuSnNZbjhMd21ObHBLWWJvajJOb3d4b0pHTkh1U2hMWGJpLTF4N3ZmS3I4dnZtcW80UlNPRWxrall0dmVzT3k4VXFuQUlrc0FWVlFDeFNBQUFTaDlEUlBfUjJaSTRqdFhVZHpGeEE?oc=5,UK sportswear consumer technology,True,True,False
48,2026-07-13 00:24:39,36 Kr,"The next chapter in running apparel: after perfecting fabrics, what's the next frontier? - 36 Kr","The next chapter in running apparel: after perfecting fabrics, what's the next frontier? 36 Kr","The next chapter in running apparel: after perfecting fabrics, what's the next frontier? - 36 Kr. The next chapter in running apparel: after perfecting fabrics, what's the next frontier? 36 Kr",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1Ndi1JeXQzeEU3MVZ6bzBFMEMxYWljQ0hRRjN2MEZGdkpZbUIxZzVVbWdVcUZ2YnN1a1VaR3dLTkVaTVdBdzBzV0JqV3d4Rno4MERN?oc=5,UK athletic apparel innovation,True,False,True
49,2026-07-17 07:00:00,Market Data Forecast,"Europe Activewear Market Size, Share & Growth Report, 2034 - Market Data Forecast","Europe Activewear Market Size, Share & Growth Report, 2034 Market Data Forecast","Europe Activewear Market Size, Share & Growth Report, 2034 - Market Data Forecast. Europe Activewear Market Size, Share & Growth Report, 2034 Market Data Forecast",https://news.google.com/rss/articles/CBMif0FVX3lxTE5mbDYteFEyVkxqZWVyM2V5dE93RTh5QS1RbW10VERKZ3hLUW12enE2el9yWGdLMDRvaDJPUHN4ZHdDQlAtQ0U4bVIwYnlvd0FEalBONnNxN1dNM3VIekUzZWo3bU4xZmlnT2xMQ3JVRWZTV0dNZ0U0Tm12SHU3aVU?oc=5,UK activewear consumer trends,True,False,True
50,2026-07-20 07:00:00,Fortune Business Insights,"Apparel Market Size, Share, Future Trends & Forecast, 2034 - Fortune Business Insights","Apparel Market Size, Share, Future Trends & Forecast, 2034 Fortune Business Insights","Apparel Market Size, Share, Future Trends & Forecast, 2034 - Fortune Business Insights. Apparel Market Size, Share, Future Trends & Forecast, 2034 Fortune Business Insights",https://news.google.com/rss/articles/CBMibkFVX3lxTE10ZGllZmF6c0hVN3NKUllOVHFYVzl3OGJjY21VSm0zMU5EOVdkOWZmRlVVRU9QbDRTdWdsQjlkbVEtb1R0Zkh5bFY3YmpmWTFOTGdmUWplZlcwSVFqVGFrTFlWbHRWYWdoWnJ0UzR3?oc=5,UK sportswear consumer trends,True,False,True
51,2026-08-05 12:46:00,Kalkine Media,Is JD Sports Fashion (LSE:JD.) Changing The Market View Of Retail Stocks? - Kalkine Media,Is JD Sports Fashion (LSE:JD.) Changing The Market View Of Retail Stocks? Kalkine Media,Is JD Sports Fashion (LSE:JD.) Changing The Market View Of Retail Stocks? - Kalkine Media. Is JD Sports Fashion (LSE:JD.) Changing The Market View Of Retail Stocks? Kalkine Media,https://news.google.com/rss/articles/CBMirwFBVV95cUxPVGF4bHJUcGRiVjJ5Z1R6cWJMVnFKSTBiWk5fS2ZXTHpBYUkwQm1uN2xvN2xxa1hwbkgzWEVISUxteTNHNVNfUFJaMkRQV1VhT05JMlJPOG90VHd3cmNvYWFzNkM3bUhabEtkdlM5TnlsSURPdmp2Q0xJbl9GQjNQeHVpTUtzdkk3OV90OFBaRjV5Z2VoaWtaU1hJWVY2ZjUyRE9VUUp0U01LRGtSWk5B?oc=5,UK sportswear consumer behaviour,True,True,False
